PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
38,C0263325,Grover's disease,C0015230,Exanthema,https://connect.mayoclinic.org/discussion/55-yo-female-with-grovers-disease/,55 y/o female with Grover's Disease,"I was recently diagnosed with Grover's disease although I am not convinced it's proper diagnosis. The rash coincides with the purchase of a new polyurethane mattress. However, I have since moved to another room and it persists so it could be coincidence. It started on my temples as little bumps that had an INTENSE ITCH and then they slowly progressed over a couple months down the back of my head, then neck, upper, back, then low back and around to my stomach with a few small outbreaks on my elbows. I was superscribed prednisone which was a god send. It stopped the itching completely and the bumps almost completely disappeared. Until I ran the course, and it all came back with a vengeance! The itching is awful! I can't sleep. No antihistamines work, no over the counter creams work. It's only been about three months since this all started and I can't imagine living like this for years! I have had custody of my 16 month old grand daughter since her birth so I can't afford to lose any more sleep! I need HELP! Liked by Ethan McConkey, Moderator Follow Report"
39,C0007286,Carpal Tunnel Syndrome,C0015230,Exanthema,https://connect.mayoclinic.org/discussion/contact-dermatitis-after-surgical-procedures/,Contact Dermatitis after surgical procedures,"My husband has had several orthopedic surgeries (4 shoulder, 3 carpal tunnel and a knee) and ever since the 2nd surgery he blisters very badly. Hes had the whole skin patch testing done, but nothing showed a reaction. Nothing for tape, gauze, cleansers, etc. Has anybody ever had this happen? Im attaching a picture of what happened after surgery this past Wednesday. The blisters always start onday 2. Hes on a double dose of prednisone which calms the blistering and rash down. He had 2 skin biopsies done yesterday but not sure if they will give us any answers. Thank you. Follow Report"
41,C0175697,Van der Woude syndrome,"C0036572, C0015230, C0231218, C0231617, C0030193","Seizures, Exanthema, Malaise, Catch - Finding of sensory dimension of pain, Pain",https://connect.mayoclinic.org/discussion/shingles-rash-and-pain/,Shingles rash and pain,"Im in week 10 of shingles and still have crusted blisters in my arm pit. Why are they still there and how do I get rid of them? I feel like the pain wont start easing there until they are gone. I had severe pain for 3 days in my left shoulder blade. When it started to ease I felt blisters on my back. I went to urgent care and was diagnosed with shingles. I took acyclovir for 7 days and then nothing. My doctors office wouldnt fit me in and insisted I wait for a regular slot so I didnt see him for 3 weeks. In the meantime i then got the rash and blisters on the underside of my left arm, in my arm pit and over the left side of my breast. The rash slowly crusted on my back leaving ugly scabbing and holes on my back. That left and I just have a large discolored area on my back that is fairly painful. The rash and crusted blisters on my chest took longer to go away and the pain only left the sides of the breast. I still have pain in the middle and top near my armpit. The last to start going was my underarm and armpit and the pain has been awful. Better than it was but . Im worried Ill never get rid of the pain but what worries me even more is the crusted blisters in my armpit havent made any progress in at least 2 weeks. I hope someone knows a magic way to make those go away. THey said the rash would only last 10 days to 2 weeks but its now 10 weeks. I have low-level MDS so I catch things easier and they tend to last longer. Follow Report"
41,C0019360,Herpes zoster disease,"C0036572, C0015230, C0231218, C0231617, C0030193","Seizures, Exanthema, Malaise, Catch - Finding of sensory dimension of pain, Pain",https://connect.mayoclinic.org/discussion/shingles-rash-and-pain/,Shingles rash and pain,"Im in week 10 of shingles and still have crusted blisters in my arm pit. Why are they still there and how do I get rid of them? I feel like the pain wont start easing there until they are gone. I had severe pain for 3 days in my left shoulder blade. When it started to ease I felt blisters on my back. I went to urgent care and was diagnosed with shingles. I took acyclovir for 7 days and then nothing. My doctors office wouldnt fit me in and insisted I wait for a regular slot so I didnt see him for 3 weeks. In the meantime i then got the rash and blisters on the underside of my left arm, in my arm pit and over the left side of my breast. The rash slowly crusted on my back leaving ugly scabbing and holes on my back. That left and I just have a large discolored area on my back that is fairly painful. The rash and crusted blisters on my chest took longer to go away and the pain only left the sides of the breast. I still have pain in the middle and top near my armpit. The last to start going was my underarm and armpit and the pain has been awful. Better than it was but . Im worried Ill never get rid of the pain but what worries me even more is the crusted blisters in my armpit havent made any progress in at least 2 weeks. I hope someone knows a magic way to make those go away. THey said the rash would only last 10 days to 2 weeks but its now 10 weeks. I have low-level MDS so I catch things easier and they tend to last longer. Follow Report"
44,C0011603,Dermatitis,"C0023222, C0015230, C0455270","Pain in lower limb, Exanthema, Sharp pain",https://connect.mayoclinic.org/discussion/rash/,Rash,"Im hoping someone can help us with this. My husband got a nerve block last summer. He had been suffering from a sharp pain in his left leg. Strong enough that it would cause him to fall to the ground. The nerve block stopped the leg pain. Approximately 2 weeks after the nerve block, he developed a rash on his arms and calves. Its very symmetrical. Same on both sides of his body, nothing on face, neck or torso. He was diagnosed with dermatitis, but nothing seems to get rid of it. He also has several lung nodules. Ive done research on my own and saw a case where a man had lung nodules and once they were removed the rash went away. I also wonder if its related to the nerve block he had in his leg and the rash starting right after that. It just seems very odd to me that its only on these areas of his body and it started right after the nerve block. Hes had numerous allergy tests, creams, wet wraps and pills. Nothing gets rid of it. Has anyone experienced anything like this? Were very frustrated. Follow Report"
45,C0162429,Malnutrition,C3839047,Severe dry skin,https://connect.mayoclinic.org/discussion/extreme-dry-skin-circular-patches/,"Extreme dry skin circular ""patches""?","I don't even know how to describe this. For maybe the past month or so, I've noticed suddenly having extremely flaky dry skin on my feet (particularly the right side of my body, if that's even possible). It's honestly been on the low end of my priority list due to a plethora of other more debilitating health issues. Then several days ago, I noticed a ""patch"" of rough, red and irrirtated looking skin on each hand just slightly above the carpus. Doesn't hurt, doesn't itch, just obviously doesn't seem healthy. Fed up, with both my feet and now this odd hand thing, I went and got a pedicure and a paraffin dip for my hands. Everything looked great for about 2-3 hours! Now suddenly those ""patches"" on my hands are dry and rough again. I'm baffled, I'm fed up with weird mysterious health issues that no one can diagnose/link together, and exasperated with all the special ""health tips"" being prescribed by the various specialists that  if I could somehow manage to maintain them all  would get my body to the normal person level. Making an appointment with a new dermatologist is on my to-do list, for many reasons, but anyone have any thoughts on what this could be, and/or suggestions for potential treatment? I was diagnosed with Keratosis pilaris atrophy as a baby, and still have the Keratosis pilaris-looking bumps on my upper arms. A million other health issues at the moment. A1C is normal though. Receiving treatment for B12 and D deficiencies. Super dry mouth and eyes, currently lips as well, but ANA panel and SS-A and SS-B antibodies negative. The day before I noticed these ""patches"", the left side of my lip randomly swelled up for about an hour and a half  no idea what that was about either. Anything else, feel free to ask. Follow Report"
46,C0242301,furuncle,C0015230,Exanthema,https://connect.mayoclinic.org/discussion/nickel-allergy-cured/,Nickel allergy cured,"This is kind of strange, but thats what prompted me to come here in order to post this. I want some kind of record since I am (hopefully and presumably) not the only one affect in this manner. I have had a nickel allergy all of my life. I first discovered it in my early childhood by wearing blue jeans where the back of the button would leave a rash on my lower stomach. Through the years, I have learned to stay away from nickel and other metalsexcept that I play guitar. My love for the guitar and my nickel allergy have always been foes. I would practice and play until I would begin to get a rash. Oddly, the rash would change where it occurred almost monthly. Early on, it would appear on my inner thighs. In my mid-teens it would show up on my fingers; in-betweeneczema-like. From then on, it mostly would irritate my fingers, but sometimes on my upper-right leg (like at the bottom of my right butt cheek). It has also caused boils on the bottom of my feet, although they seem to contain water and dont itch a ton. Over the years my conditions seem to slightly get better, but it has always been unpredictablesometimes after playing for a couple of days a lot, I have not been too bad, and sometimes after playing for 10 minutes, I would really get a rash badly. I have tried strings made of gold and another type made of stainless steel. The gold strings did indeed minimize the effects of the allergy, but severely degraded the playability and toneAND the cost was significantly higher making it not feasible to continue to use them on a regular basis. Stainless steel strings were heavy, didnt sound as good, and still produced symptoms, possibly in part to the materials in the actual guitar (frets, pickups, etc.) and not the strings themselves. So I was dining with my family and I ordered an Asian dish. I had really crazy spices in itsomething I had not tasted beforeand for the next three days, I had a rash that pretty much was all over my body (but concentrated in my midsection). That is the last time I remember having a nickel allergy. I usually play guitar for a couple hours a week  10 minutes here and there, take a couple days off, play for 1/2 hour, dont play for a day or two I had a makeshift schedule in my head that until now I hadnt even thought about. This allowed my to limit my exposure to nickel. That bring us to today. I bought a new guitar (Paul Reed Smith if you must know lol!) and have been playing it like crazy. I noticed the lack of rash. I noticed the explicit absence of any reaction whatsoever. Whats the deal? I dont know what to think. I am ecstatic, but at the same time a little reluctant to think its totally cured. I have played for a minimum of 45 minutes per day since I first discovered the lack of reaction. So in the last few weeks, I have probably played more than I had played in the last six months or more. Does anyone have any idea why this would happen all of the sudden? I am cautiously optimistic and am hoping and praying my allergy is finally cured. Thanks in advance for any insight. Follow Report"
46,C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal",C0015230,Exanthema,https://connect.mayoclinic.org/discussion/nickel-allergy-cured/,Nickel allergy cured,"This is kind of strange, but thats what prompted me to come here in order to post this. I want some kind of record since I am (hopefully and presumably) not the only one affect in this manner. I have had a nickel allergy all of my life. I first discovered it in my early childhood by wearing blue jeans where the back of the button would leave a rash on my lower stomach. Through the years, I have learned to stay away from nickel and other metalsexcept that I play guitar. My love for the guitar and my nickel allergy have always been foes. I would practice and play until I would begin to get a rash. Oddly, the rash would change where it occurred almost monthly. Early on, it would appear on my inner thighs. In my mid-teens it would show up on my fingers; in-betweeneczema-like. From then on, it mostly would irritate my fingers, but sometimes on my upper-right leg (like at the bottom of my right butt cheek). It has also caused boils on the bottom of my feet, although they seem to contain water and dont itch a ton. Over the years my conditions seem to slightly get better, but it has always been unpredictablesometimes after playing for a couple of days a lot, I have not been too bad, and sometimes after playing for 10 minutes, I would really get a rash badly. I have tried strings made of gold and another type made of stainless steel. The gold strings did indeed minimize the effects of the allergy, but severely degraded the playability and toneAND the cost was significantly higher making it not feasible to continue to use them on a regular basis. Stainless steel strings were heavy, didnt sound as good, and still produced symptoms, possibly in part to the materials in the actual guitar (frets, pickups, etc.) and not the strings themselves. So I was dining with my family and I ordered an Asian dish. I had really crazy spices in itsomething I had not tasted beforeand for the next three days, I had a rash that pretty much was all over my body (but concentrated in my midsection). That is the last time I remember having a nickel allergy. I usually play guitar for a couple hours a week  10 minutes here and there, take a couple days off, play for 1/2 hour, dont play for a day or two I had a makeshift schedule in my head that until now I hadnt even thought about. This allowed my to limit my exposure to nickel. That bring us to today. I bought a new guitar (Paul Reed Smith if you must know lol!) and have been playing it like crazy. I noticed the lack of rash. I noticed the explicit absence of any reaction whatsoever. Whats the deal? I dont know what to think. I am ecstatic, but at the same time a little reluctant to think its totally cured. I have played for a minimum of 45 minutes per day since I first discovered the lack of reaction. So in the last few weeks, I have probably played more than I had played in the last six months or more. Does anyone have any idea why this would happen all of the sudden? I am cautiously optimistic and am hoping and praying my allergy is finally cured. Thanks in advance for any insight. Follow Report"
47,C0001144,Acne Vulgaris,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
47,C0242301,furuncle,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
47,C0010709,Cyst,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
47,C0000833,Abscess,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
47,C0750466,Yeast infection,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
47,C0263118,Abscess of buttock,"C0037088, C0015230, C3714552, C0030193","Signs and Symptoms, Exanthema, Weakness, Pain",https://connect.mayoclinic.org/discussion/multiple-skin-abscesses/,Multiple Skin Abscesses,"Over the past three months or so, I have developed cysts that would progressed to full-on golf-sized abscesses. The first was one under my armpit, which I treated myself. Drained and bandaged and healed with no scar. The month after, I had an acne breakout that progressed to a quarter-sized abscess on my right temple that also caused water retention in the nearby eyelid. Got antibiotics to treat it since the skin there was thin and any jostle caused extreme pain. It eventually popped by itself. Unfortunately, I developed another one on my lower right jaw two weeks after the one on my temple. Another course of antibiotics was prescribed to treat it. Those two courses of antibiotics ended up giving me a yeast infection, causing a horrible rash and boils to form down there. I popped and drained an abscess on my left buttock (not too bad), and am currently nursing another on my right buttock (an inch and half in size with red and tender the size of my palm). It hurts when sitting down and this latest one is probably the worst yet. Would this be something urgent care can treat? I want to avoid the ER and keep it away from my mother finding out because she tends to overreact and thinks she knows the best way to treat it (even though I'm the pre-pharmacy student) with questionable remedies. I have never had this issue before this year, and I think it might be due to having a weak immune system at the moment. Follow Report"
50,C0020538,Hypertensive disease,C0240941,Pruritus of scalp,https://connect.mayoclinic.org/discussion/itchy-scalp-long-term/,Itchy scalp long term,"Looking for causative agents for chronic itching of scalp and spreading to various parts of body. Have type 2 diabetes, taking metformin 1000 mg per day, januvia 100,mg per day. Also have high blood pressure,gout, and taking meds for them. The Itch is.ca monster going from minor to full time itch. Using steroids foam, creams, ointment and several moisturizing creams. Erratic success with use of steroidsmuse of steroids start with hydrocortisone celebrate, to tricinolone to clobesterol creams and foam. Any suggestions for ruling out drug causative actions? Or complication of diabetes?thanks Follow Report"
50,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",C0240941,Pruritus of scalp,https://connect.mayoclinic.org/discussion/itchy-scalp-long-term/,Itchy scalp long term,"Looking for causative agents for chronic itching of scalp and spreading to various parts of body. Have type 2 diabetes, taking metformin 1000 mg per day, januvia 100,mg per day. Also have high blood pressure,gout, and taking meds for them. The Itch is.ca monster going from minor to full time itch. Using steroids foam, creams, ointment and several moisturizing creams. Erratic success with use of steroidsmuse of steroids start with hydrocortisone celebrate, to tricinolone to clobesterol creams and foam. Any suggestions for ruling out drug causative actions? Or complication of diabetes?thanks Follow Report"
50,C0342257,Complications of Diabetes Mellitus,C0240941,Pruritus of scalp,https://connect.mayoclinic.org/discussion/itchy-scalp-long-term/,Itchy scalp long term,"Looking for causative agents for chronic itching of scalp and spreading to various parts of body. Have type 2 diabetes, taking metformin 1000 mg per day, januvia 100,mg per day. Also have high blood pressure,gout, and taking meds for them. The Itch is.ca monster going from minor to full time itch. Using steroids foam, creams, ointment and several moisturizing creams. Erratic success with use of steroidsmuse of steroids start with hydrocortisone celebrate, to tricinolone to clobesterol creams and foam. Any suggestions for ruling out drug causative actions? Or complication of diabetes?thanks Follow Report"
