PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
63,C0003504,Aortic Valve Insufficiency,"C0003862, C0030193, C0234233","Arthralgia, Pain, Sore to touch",https://connect.mayoclinic.org/discussion/can-joint-pain-of-aromatase-inhibiters-ais-be-reversed-completely/,Can joint pain of aromatase inhibiters (AIs) be reversed completely?,"Over the past year, I have taken2 of the 3 Anastrozole for six months and had to come off because of extreme joint pain. The following 6 months, I took Aromasin, which has given me slightly less joint pain, with similar symptoms  terrible pain from my fingertips through my wrists and above. There is one remaining AI that remains, which I intend to inquire about this coming week, with my oncologist, which Ive heard has the lesser joint pain than the first 2. I cannot take Tamoxofin, because of thrombocytosis, so I opt for the 3rd drug and hope that the side effects are less, or choose to live with the pain that is ongoing, that impacts my ability to open bottles, using scissors and the unfortunate difficulty that comes with a trigger finger  which is very sore (Im wearing a finger brace). When I wake up in the morning, many of my fingers are numb and tingly, which dissipates after a while, but the range of joint pain in both hands is depressing. Not sure that I can do this for another 4 years, as I want to benefit from its impact on reducing estrogen levels and the reoccurrence of (breast) cancer. Should I expect that when I come off these meds, that my hands will return to normal ? I need input from those of you who have taken this journey. Follow Report"
63,C0158328,Trigger Finger Disorder,"C0003862, C0030193, C0234233","Arthralgia, Pain, Sore to touch",https://connect.mayoclinic.org/discussion/can-joint-pain-of-aromatase-inhibiters-ais-be-reversed-completely/,Can joint pain of aromatase inhibiters (AIs) be reversed completely?,"Over the past year, I have taken2 of the 3 Anastrozole for six months and had to come off because of extreme joint pain. The following 6 months, I took Aromasin, which has given me slightly less joint pain, with similar symptoms  terrible pain from my fingertips through my wrists and above. There is one remaining AI that remains, which I intend to inquire about this coming week, with my oncologist, which Ive heard has the lesser joint pain than the first 2. I cannot take Tamoxofin, because of thrombocytosis, so I opt for the 3rd drug and hope that the side effects are less, or choose to live with the pain that is ongoing, that impacts my ability to open bottles, using scissors and the unfortunate difficulty that comes with a trigger finger  which is very sore (Im wearing a finger brace). When I wake up in the morning, many of my fingers are numb and tingly, which dissipates after a while, but the range of joint pain in both hands is depressing. Not sure that I can do this for another 4 years, as I want to benefit from its impact on reducing estrogen levels and the reoccurrence of (breast) cancer. Should I expect that when I come off these meds, that my hands will return to normal ? I need input from those of you who have taken this journey. Follow Report"
65,C0270724,Infantile Neuroaxonal Dystrophy,C0151825,Bone pain,https://connect.mayoclinic.org/discussion/recurrence/,Breast Cancer Recurrence,"27 years ago I had breast cancer went through mastectomy, chemo, and 5 years of tamoxifen. Eventually I was able to not think about it. When I reached the 20 year mark I thought to myself I have made it. In March of this year I was told the breast cancer that was hidden for 27 years is back in my lungs. So the game plan is to make life comfortable for as long as we can. I have been taking anastrozole for about 2 months the side effects are more than I expected. I have muscle and bone pain almost daily with some days almost intolerable. Is this common? Follow Report"
66,C0442874,Neuropathy,"C0018834, C0037384","Heartburn, Snoring",https://connect.mayoclinic.org/discussion/snoring-after-chemo/,Snoring after chemo,I am a three year survivor of breast cancer. The main issue I had with Chemo was severe heartburn and neuropathy.I did not snore before Chemo. Now I snore all the time. Anyone else? Any ideas how to stop? Thank you for your input! Follow Report
68,C0270724,Infantile Neuroaxonal Dystrophy,"C0221423, C0030193","Illness (finding), Pain",https://connect.mayoclinic.org/discussion/preparing-for-chemotherapy/,Preparing for Chemotherapy,"Prior to surgery, I got some excellent recommendations on this forum about how to prepare for breast surgery. Now that surgery is over, I will start chemo in about 4 weeks. I am asking for any advice on what I can do in next 4 weeks to prepare my body for chemo. Couple things I thought of was getting a flu shot and visiting dentist for a checkup and cleaning. I want to do anything I can to prevent an illness / infection over the next 6 months. Thanks Laurie M Background:  Diagnosed with Invasive ductal carcinoma (IDC) in one breast and one lymph nodes in March 2018.  Took Anastrozole from April to Sept to reduce tumor. The tumor did decrease in size.  Surgery first week in Sept 2018  Lumpectomy and removal of two lymph nodes that were positive for cancer.  Surgery went extremely well and felt back to normal within days with very little pain.  Final classification T2, N1, M0 / Stage IIB Plan going forward:  3-4 weeks to heal from surgery  Adriamycin Cytoxan for 4 cycles followed by weekly paclitaxel for 12 weeks (total 5 months chemo)  3-4 weeks after chemo will do radiation for 5 weeks. Liked by Colleen Young, Connect Director, lorrainechavez Follow Report"
80,C0011119,Decompression Sickness,"C0241374, C0037763","Thigh pain, Spasm",https://connect.mayoclinic.org/discussion/bone-cancer-symptoms/,bone cancer symptoms,"almost 5 years cancer free now severe hip and thigh pain spasm like debilitating pain when moving or especially bending at the waist. I have check up apt with primary care doctor in april . anyone experience these symptoms with breast cancer,and should for my scheduled appt.thanks in advance for any replies as I appreciate your imput..regards,joan Follow Report"
90,C0015695,Fatty Liver,C1291077,Abdominal bloating,https://connect.mayoclinic.org/discussion/bloating-following-masectomy/,Bloating following mastectomy,"First of all, I am my biggest critic and that being said, I hear myself ask questions and sound vain, shallow. But it doesnt negate my nemisis.bloating. I dont feel gasy I just look like I have a very very round beach ball underneath my shirts!!! Why is this? I asked about this immediately after my surgery and the dr., a man said oh lovie, its just that you are now seeing a part of your abdomen that you could not see when you had a breast. I have complained to the point of finally getting an ultrasound and results are negative, a liver test shows fatty liver and dr. say not to worry. Liked by Teresa, Volunteer Mentor Follow Report"
92,C0730207,lymphedema of arm,"C0013604, C0030193","Edema, Pain",https://connect.mayoclinic.org/discussion/has-anyone-had-stem-cell-therapy-for-lymphedema/,has anyone had stem cell therapy for lymphedema?,my sister has just had surgury again to remove 3 tumors in the same area where she had breast cancer removed last year-after Chemo before this last surgury she delevolped lymphedema in her right arm..so painful and the swelling and pain have not gone away after these tumors..trying to see if anyone has tried stemm cell therpy or anything else to help?thank you Follow Report
98,C2316212,Cryopyrin-Associated Periodic Syndromes,C2364135,Discomfort,https://connect.mayoclinic.org/discussion/use-of-coldcaps-during-treatment-and-for-the-user-how-to-do-it/,Use of ColdCaps During Treatment--and for the user--How to do it?,Hello MC Connect! Wondering if anyone has utilized ColdCaps during treatments-How the patients caregiver can apply the caps and any insight or tips on this? What is the level of discomfort for the patient using the cap? Is it safe??? Follow Report
113,C1449563,"Cardiomyopathy, Familial Idiopathic","C0003862, C0015672","Arthralgia, Fatigue",https://connect.mayoclinic.org/discussion/breast-cancer-survivor-1-12-years/,How long do side effects last? - 1 1/2 year survivor,"I am a breast cancer survivor. I had IDC stage 2. I had chemo TAC . Double mastectomy and total reconstruction. Although it has been about a year and a half from my last chemo treatment I feel fatigue, joint pain all over, permanent hair loss, muscle atrophy, arthritis and more. I am told that chemo can stay in your body for 5 years. I also have chemo brain which at 55 is part age I am sure but it is not getting better. How log can these side effects last? Liked by user_chbb4048e Follow Report"
113,C0002170,Alopecia,"C0003862, C0015672","Arthralgia, Fatigue",https://connect.mayoclinic.org/discussion/breast-cancer-survivor-1-12-years/,How long do side effects last? - 1 1/2 year survivor,"I am a breast cancer survivor. I had IDC stage 2. I had chemo TAC . Double mastectomy and total reconstruction. Although it has been about a year and a half from my last chemo treatment I feel fatigue, joint pain all over, permanent hair loss, muscle atrophy, arthritis and more. I am told that chemo can stay in your body for 5 years. I also have chemo brain which at 55 is part age I am sure but it is not getting better. How log can these side effects last? Liked by user_chbb4048e Follow Report"
113,C0003864,Arthritis,"C0003862, C0015672","Arthralgia, Fatigue",https://connect.mayoclinic.org/discussion/breast-cancer-survivor-1-12-years/,How long do side effects last? - 1 1/2 year survivor,"I am a breast cancer survivor. I had IDC stage 2. I had chemo TAC . Double mastectomy and total reconstruction. Although it has been about a year and a half from my last chemo treatment I feel fatigue, joint pain all over, permanent hair loss, muscle atrophy, arthritis and more. I am told that chemo can stay in your body for 5 years. I also have chemo brain which at 55 is part age I am sure but it is not getting better. How log can these side effects last? Liked by user_chbb4048e Follow Report"
119,C0002170,Alopecia,"C0015672, C0221151, C0039070, C0009812, C0040822","Fatigue, Projectile vomiting, Syncope, Constitutional Symptom, Tremor",https://connect.mayoclinic.org/discussion/recently-diagnosed-and-wondering-what-to-expect/,Recently diagnosed and wondering what to expect...,"Hello, my name is Sheena and I was recently (2 weeks ago) diagnosed with Stage II B ER/PR/HER 2 positive breast cancer. PET scan shows that is confined to 1 breast & a few axillary lymph nodes and I had/have absolutely zero constitutional symptoms. Found a hard lump that was rapidly growing & some localized skin changes which prompted me going in to my Doctor. I am exceedingly optimistic about my prognosis, as is my entire treatment team, and I am here to hopefully gather any advice or insight on things I can do for myself to minimize the effects of chemo, which I start on Tuesday. I wasenvisioning projectile vomiting, being so fatigued I can barely stand, hair falling out, etc but my Oncologist assures me that it wont be quite as dramatic as it is in my head. Any chemo veterans care to shake their stories with an amateur? Things you experienced & what I should brace myself for? Thanks in advance! Follow Report"
125,C0270724,Infantile Neuroaxonal Dystrophy,"C0036572, C0221423, C0015672, C0231749, C0013604, C0600142, C0030193","Seizures, Illness (finding), Fatigue, Knee pain, Edema, Hot flushes, Pain",https://connect.mayoclinic.org/discussion/i-was-diagnosed-in-october-2013-after-a-couple-of-lumpectomies-i/,Diagnosed in October 2013. Side effects,"I was diagnosed in October 2013. After a couple of lumpectomies I ended up needing to have a bilateral mastectomy. I went through chemo from Dec. 2013 through April 2014. I also had the Her2New protein that needed to be treated for 52 weeks, that ended in June of 2014. Since my last treatment my hair really hasnt come back, no eyebrows, my eyelashes look horrible as well as my fingernails and toenails. The meds they have me on have created such bad hot flashes that at time I cannot breath. I sweat so bad that Ive had to put baby bed pads under my sheets and on top as well. I was takin Anastrozole, at first. This caused such joint pain in my knees that I was having trouble walking. I now take Letrozole, this has cause trigger finger, my fingers curl during the night, I have to wear finger splints, a small consolation compared to the pain I was having before, however, this is has made my hot flashes worse, I never had flashes like this when I went through menopause. I am now in constant pain, more like a flu feeling, very tired, no energy. I dread getting out of bed because I have so much trouble, then it takes me a good 30 to 60 mins. for me to get going. My hands hurt as well as every muscle in my body. I take supplements to help the hot flashes and I can honestly say since I started taking the magnesium and the gabapentin (sp) they seem to be letting up. I also have carpal tunnel in both hands along with bad arthritis which in itself has caused a lot of problems. I also have edema in my legs and feet along with lymphedema in my right arm and hand. I have had two separate surgeries for reconstruction, after the first attempt, the side of my body that I had the radiation on broke open, had to pack it for 3 or 4 mos., then I had surgery to close it up. I had a bilateral latissimus and the opposite side of my body the tissue died. I had to pack it for another 4 mos. This last surgery they got it closed up, I go up on April 1, to have the stitches taken out and well plan on the next step, putting the expanders in. I pray that goes well. Im tired of this, Im depressed over it all, I no longer even look like the person I was. The meds have made me gain so much weight that I cannot fit in any clothes expect sweats or something stretchy. I cant find shoes to fit me because of the edema that I have (it lasts for months at a time). While I was on Chemo I had no edema problems, I had them for years, I never got a cold, never got sick, nothing. I know its a bad drug but in some ways I could actually wear my clothes and shoes. No I never lost weight while I was on chemo, my dr. told me most breast cancer women do no lose, they gain. Well I have definitely gained. I retired in April of 2015, its as good think because I would not be working much. They probably would have asked me to leave. There is no way that I could get up and be at work on time because of the issues I have getting out of bed and moving. Has anyone else experienced this? I know that I have not done a lot, but then again I could not do a lot. My oncologist wants me to exercise at least 45 mins. a day, Im trying to figure out how to do that with all that I have going on. LOL It wears me out walking from the car to the door of a store. Any suggestions or thoughts would be greatly appreciated. Thank you! Debbie Follow Report"
125,C0007286,Carpal Tunnel Syndrome,"C0036572, C0221423, C0015672, C0231749, C0013604, C0600142, C0030193","Seizures, Illness (finding), Fatigue, Knee pain, Edema, Hot flushes, Pain",https://connect.mayoclinic.org/discussion/i-was-diagnosed-in-october-2013-after-a-couple-of-lumpectomies-i/,Diagnosed in October 2013. Side effects,"I was diagnosed in October 2013. After a couple of lumpectomies I ended up needing to have a bilateral mastectomy. I went through chemo from Dec. 2013 through April 2014. I also had the Her2New protein that needed to be treated for 52 weeks, that ended in June of 2014. Since my last treatment my hair really hasnt come back, no eyebrows, my eyelashes look horrible as well as my fingernails and toenails. The meds they have me on have created such bad hot flashes that at time I cannot breath. I sweat so bad that Ive had to put baby bed pads under my sheets and on top as well. I was takin Anastrozole, at first. This caused such joint pain in my knees that I was having trouble walking. I now take Letrozole, this has cause trigger finger, my fingers curl during the night, I have to wear finger splints, a small consolation compared to the pain I was having before, however, this is has made my hot flashes worse, I never had flashes like this when I went through menopause. I am now in constant pain, more like a flu feeling, very tired, no energy. I dread getting out of bed because I have so much trouble, then it takes me a good 30 to 60 mins. for me to get going. My hands hurt as well as every muscle in my body. I take supplements to help the hot flashes and I can honestly say since I started taking the magnesium and the gabapentin (sp) they seem to be letting up. I also have carpal tunnel in both hands along with bad arthritis which in itself has caused a lot of problems. I also have edema in my legs and feet along with lymphedema in my right arm and hand. I have had two separate surgeries for reconstruction, after the first attempt, the side of my body that I had the radiation on broke open, had to pack it for 3 or 4 mos., then I had surgery to close it up. I had a bilateral latissimus and the opposite side of my body the tissue died. I had to pack it for another 4 mos. This last surgery they got it closed up, I go up on April 1, to have the stitches taken out and well plan on the next step, putting the expanders in. I pray that goes well. Im tired of this, Im depressed over it all, I no longer even look like the person I was. The meds have made me gain so much weight that I cannot fit in any clothes expect sweats or something stretchy. I cant find shoes to fit me because of the edema that I have (it lasts for months at a time). While I was on Chemo I had no edema problems, I had them for years, I never got a cold, never got sick, nothing. I know its a bad drug but in some ways I could actually wear my clothes and shoes. No I never lost weight while I was on chemo, my dr. told me most breast cancer women do no lose, they gain. Well I have definitely gained. I retired in April of 2015, its as good think because I would not be working much. They probably would have asked me to leave. There is no way that I could get up and be at work on time because of the issues I have getting out of bed and moving. Has anyone else experienced this? I know that I have not done a lot, but then again I could not do a lot. My oncologist wants me to exercise at least 45 mins. a day, Im trying to figure out how to do that with all that I have going on. LOL It wears me out walking from the car to the door of a store. Any suggestions or thoughts would be greatly appreciated. Thank you! Debbie Follow Report"
125,C0085635,Photopsia,"C0036572, C0221423, C0015672, C0231749, C0013604, C0600142, C0030193","Seizures, Illness (finding), Fatigue, Knee pain, Edema, Hot flushes, Pain",https://connect.mayoclinic.org/discussion/i-was-diagnosed-in-october-2013-after-a-couple-of-lumpectomies-i/,Diagnosed in October 2013. Side effects,"I was diagnosed in October 2013. After a couple of lumpectomies I ended up needing to have a bilateral mastectomy. I went through chemo from Dec. 2013 through April 2014. I also had the Her2New protein that needed to be treated for 52 weeks, that ended in June of 2014. Since my last treatment my hair really hasnt come back, no eyebrows, my eyelashes look horrible as well as my fingernails and toenails. The meds they have me on have created such bad hot flashes that at time I cannot breath. I sweat so bad that Ive had to put baby bed pads under my sheets and on top as well. I was takin Anastrozole, at first. This caused such joint pain in my knees that I was having trouble walking. I now take Letrozole, this has cause trigger finger, my fingers curl during the night, I have to wear finger splints, a small consolation compared to the pain I was having before, however, this is has made my hot flashes worse, I never had flashes like this when I went through menopause. I am now in constant pain, more like a flu feeling, very tired, no energy. I dread getting out of bed because I have so much trouble, then it takes me a good 30 to 60 mins. for me to get going. My hands hurt as well as every muscle in my body. I take supplements to help the hot flashes and I can honestly say since I started taking the magnesium and the gabapentin (sp) they seem to be letting up. I also have carpal tunnel in both hands along with bad arthritis which in itself has caused a lot of problems. I also have edema in my legs and feet along with lymphedema in my right arm and hand. I have had two separate surgeries for reconstruction, after the first attempt, the side of my body that I had the radiation on broke open, had to pack it for 3 or 4 mos., then I had surgery to close it up. I had a bilateral latissimus and the opposite side of my body the tissue died. I had to pack it for another 4 mos. This last surgery they got it closed up, I go up on April 1, to have the stitches taken out and well plan on the next step, putting the expanders in. I pray that goes well. Im tired of this, Im depressed over it all, I no longer even look like the person I was. The meds have made me gain so much weight that I cannot fit in any clothes expect sweats or something stretchy. I cant find shoes to fit me because of the edema that I have (it lasts for months at a time). While I was on Chemo I had no edema problems, I had them for years, I never got a cold, never got sick, nothing. I know its a bad drug but in some ways I could actually wear my clothes and shoes. No I never lost weight while I was on chemo, my dr. told me most breast cancer women do no lose, they gain. Well I have definitely gained. I retired in April of 2015, its as good think because I would not be working much. They probably would have asked me to leave. There is no way that I could get up and be at work on time because of the issues I have getting out of bed and moving. Has anyone else experienced this? I know that I have not done a lot, but then again I could not do a lot. My oncologist wants me to exercise at least 45 mins. a day, Im trying to figure out how to do that with all that I have going on. LOL It wears me out walking from the car to the door of a store. Any suggestions or thoughts would be greatly appreciated. Thank you! Debbie Follow Report"
125,C0021400,Influenza,"C0036572, C0221423, C0015672, C0231749, C0013604, C0600142, C0030193","Seizures, Illness (finding), Fatigue, Knee pain, Edema, Hot flushes, Pain",https://connect.mayoclinic.org/discussion/i-was-diagnosed-in-october-2013-after-a-couple-of-lumpectomies-i/,Diagnosed in October 2013. Side effects,"I was diagnosed in October 2013. After a couple of lumpectomies I ended up needing to have a bilateral mastectomy. I went through chemo from Dec. 2013 through April 2014. I also had the Her2New protein that needed to be treated for 52 weeks, that ended in June of 2014. Since my last treatment my hair really hasnt come back, no eyebrows, my eyelashes look horrible as well as my fingernails and toenails. The meds they have me on have created such bad hot flashes that at time I cannot breath. I sweat so bad that Ive had to put baby bed pads under my sheets and on top as well. I was takin Anastrozole, at first. This caused such joint pain in my knees that I was having trouble walking. I now take Letrozole, this has cause trigger finger, my fingers curl during the night, I have to wear finger splints, a small consolation compared to the pain I was having before, however, this is has made my hot flashes worse, I never had flashes like this when I went through menopause. I am now in constant pain, more like a flu feeling, very tired, no energy. I dread getting out of bed because I have so much trouble, then it takes me a good 30 to 60 mins. for me to get going. My hands hurt as well as every muscle in my body. I take supplements to help the hot flashes and I can honestly say since I started taking the magnesium and the gabapentin (sp) they seem to be letting up. I also have carpal tunnel in both hands along with bad arthritis which in itself has caused a lot of problems. I also have edema in my legs and feet along with lymphedema in my right arm and hand. I have had two separate surgeries for reconstruction, after the first attempt, the side of my body that I had the radiation on broke open, had to pack it for 3 or 4 mos., then I had surgery to close it up. I had a bilateral latissimus and the opposite side of my body the tissue died. I had to pack it for another 4 mos. This last surgery they got it closed up, I go up on April 1, to have the stitches taken out and well plan on the next step, putting the expanders in. I pray that goes well. Im tired of this, Im depressed over it all, I no longer even look like the person I was. The meds have made me gain so much weight that I cannot fit in any clothes expect sweats or something stretchy. I cant find shoes to fit me because of the edema that I have (it lasts for months at a time). While I was on Chemo I had no edema problems, I had them for years, I never got a cold, never got sick, nothing. I know its a bad drug but in some ways I could actually wear my clothes and shoes. No I never lost weight while I was on chemo, my dr. told me most breast cancer women do no lose, they gain. Well I have definitely gained. I retired in April of 2015, its as good think because I would not be working much. They probably would have asked me to leave. There is no way that I could get up and be at work on time because of the issues I have getting out of bed and moving. Has anyone else experienced this? I know that I have not done a lot, but then again I could not do a lot. My oncologist wants me to exercise at least 45 mins. a day, Im trying to figure out how to do that with all that I have going on. LOL It wears me out walking from the car to the door of a store. Any suggestions or thoughts would be greatly appreciated. Thank you! Debbie Follow Report"
