PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
9,C0014534,Epididymitis,"C0030193, C0232495, C0234233","Pain, Lower abdominal pain, Sore to touch",https://patient.info/forums/discuss/epididymitis-and-urine-tests-questions-concerns-732616,Epididymitis and urine tests questions/concerns,"I (23M) have had lower abdominal / testicular pain and soreness for over a year now. When it first started happening I visited a walk-in clinic doctor who physically checked my testicles and abdominal area. I was sent for an abdominal ultrasound and did a urine test. The doctor said if nothing was found in the ultrasound I would have to go on in for a  . I was reluctant to do so right away so I visited my family doctor who also checked my testicles and made me do another urine test. I was sent for another ultrasound this time for my groin area. Nothing was found again. I was sent home with the simple advice to ""loosen my belt"". I thought the pain would eventually go away if I wore looser clothing and didn't wear a belt for a while. Recently, I acquired a new sex partner (21F) and thus began sexually active again (after a 3/4 month break). I noticed that I couldn't stay erect because of the pain from my testicle mixed with the   of feeling like something is still wrong with it. I haven't been able to get a full erection (even during masturbation) for 2 weeks now. At this point I got extremely concerned so i visited another walk-in clinic doctor who immediately told me after feeling my left testicle that it is almost certainly Epididymitis. I am now taking advil twice a day and was advised not to masturbate or have sex for 2 weeks after which if the pain does not stop I am to take   for a week. I am going in tomorrow to do a 3rd urine test for this to check for STD's. This doctor told me that it is most likely because I have Gonorrhea or   which caused the Epididymitis. Now, I am mainly concerned because I have had this pain for such a long time that serious complications can result from it being untreated. My main questions are the following: In the previous urine tests I did while experiencing this condition, was my urine automatically tested for STD's? If so, is it the doctors obligation to tell me if I tested positive for any STD's? Also, any other information or advice would be greatly appreciated. Thank you. 1 like, 1 reply "
12,C0014534,Epididymitis,C0030193,Pain,https://patient.info/forums/discuss/epididymitis-worry--732213,Epididymitis worry!,"I was diagnosed as having Epididymitis in my left testicle and lower groin since March last year after I had a  . In August I was put on 2 consecutive courses of  . I had a ultrasound which was normal, blood test was normal and urine sample was clear. My GP has put me on Amitriptyline for the pain it has helped a little. He upped my dosage a good bit in late November. I have 2 side effects of the medication   and dry orgasm. Saw Uroligist who confirmed that I have Epididymitis. He also said it would go away over time. One last thing I must mention is that I haven't had any sexual contact for just over 5 years. Any help or advice would be greatly appreciated! 0 likes, 1 reply "
24,C3887938,Deuteranomaly,C0917801,Sleeplessness,https://patient.info/forums/discuss/withdrawal-from-olanzapine-717271,Withdrawal from Olanzapine,"I have been taking Olanzapine for years, started with 10 mg, then slowly reduced to 7,5 mg, then 5 mg, and 2.5 mg.  I have tried to withdraw for four times but every time I suffered for sweating and anxiety, so I returned to 2,5 mg. My doctor suggested to give  CBD oil a try, but from 2.5 mg Olanzapine decrease to 1.25 mg first. Then after 8 weeks try to stop completely. So I started to take the oil beside the Olanzapine followed the doctors instructions. Now I am 1 week after withdraw from Olanzapine completely, but started to feel symptomps again (sweating and insomnia) I don't want to return to Olanzapine again, I hope if I increase the CBD amount, the withdraw symtomps disappear. Any experience on this? Thanks 0 likes, 2 replies "
29,C0270724,Infantile Neuroaxonal Dystrophy,C0028643,Numbness,https://patient.info/forums/discuss/olanzapine-taper-718222,Olanzapine taper,"Hi, I read an old post with a woman that shared a successful taper schedule.  I'm currently taking 3.75 mg.  I plan to go slow and I've been on for a month.  Does anyone know at what low dose emotional numbness begins to subside? Thanks! 0 likes, 10 replies "
30,C0342895,Fish-Eye Disease,C0392701,giddy mood,https://patient.info/forums/discuss/an-alternative-to-zyprexa--718943,An alternative to Zyprexa.,"I know many people who are fed up with Zyprexa. It now has the nickname label Diabetic Antipsychotic. There is an alternative out there that you should consider. Latuda/Larasidone, it does have some comments online but the drug works differently on different people. It might say that your tongue pokes out but that is in rare cases. Anyway ask your Psychiatrist. I have lost weight on this drug with out even trying and my diet has dramatically changed. I do not even eat lollies, flavoured milk and chocolates anymore. Usually I prefer yogurt. Amazing at one time I lose 40 kg of weight while on Zyprexa. My diet was 2 white coffees a day, soda water, 4 egg omelettes just straight egg and egg whites and once a week I had a massive junk food binge meal. I also stopped eating dinner and used my anger for Zyprexa to not eat, it was very stressing like a person craving for a nicotine addiction. When I went to work I was a little bit giddy and never told anyone. I was so low in sugar. I would walk at least 2 - 3 hours a day. You can see from my story that Zyprexa is a terrible drug for weight gain and the medication book clearly says the long term side effects of Zypexa is Diabetes Mellitus. I hope you like my post, take action now and stay healthy. 0 likes, 2 replies "
30,C0011849,Diabetes Mellitus,C0392701,giddy mood,https://patient.info/forums/discuss/an-alternative-to-zyprexa--718943,An alternative to Zyprexa.,"I know many people who are fed up with Zyprexa. It now has the nickname label Diabetic Antipsychotic. There is an alternative out there that you should consider. Latuda/Larasidone, it does have some comments online but the drug works differently on different people. It might say that your tongue pokes out but that is in rare cases. Anyway ask your Psychiatrist. I have lost weight on this drug with out even trying and my diet has dramatically changed. I do not even eat lollies, flavoured milk and chocolates anymore. Usually I prefer yogurt. Amazing at one time I lose 40 kg of weight while on Zyprexa. My diet was 2 white coffees a day, soda water, 4 egg omelettes just straight egg and egg whites and once a week I had a massive junk food binge meal. I also stopped eating dinner and used my anger for Zyprexa to not eat, it was very stressing like a person craving for a nicotine addiction. When I went to work I was a little bit giddy and never told anyone. I was so low in sugar. I would walk at least 2 - 3 hours a day. You can see from my story that Zyprexa is a terrible drug for weight gain and the medication book clearly says the long term side effects of Zypexa is Diabetes Mellitus. I hope you like my post, take action now and stay healthy. 0 likes, 2 replies "
35,C0751249,Chronic Insomnia,C0917801,Sleeplessness,https://patient.info/forums/discuss/i-recovered-from-this-drug-you-can-too--711467,I recovered from this drug; you can too!,"Hey everyone, There is a lot of chatter about the notorious withdrawal process from this drug online; people talk about chronic insomnia, massive   and other symptoms when attempting to come off it.  These can all be overcome via The crux of the problem is that GABA receptors in the brain have been damaged so need repairing.  These two steps can help with that. It is also critical to adopt a correct tapering process; 10% a week is a good rate, if you have adequate repair through the above steps carried out over a few months.  One should never attempt to withdraw when anxious or suffering from insomnia, as it will only get worse. I can elaborate more on any of these points, feel free to PM or ask here. Best wishes to all! (Note also that the same steps here can be applied to benzo based drugs, meditation can, in general, repair damage from most psychiatric medication) 2 likes, 15 replies "
35,C0152128,Drug withdrawal syndrome,C0917801,Sleeplessness,https://patient.info/forums/discuss/i-recovered-from-this-drug-you-can-too--711467,I recovered from this drug; you can too!,"Hey everyone, There is a lot of chatter about the notorious withdrawal process from this drug online; people talk about chronic insomnia, massive   and other symptoms when attempting to come off it.  These can all be overcome via The crux of the problem is that GABA receptors in the brain have been damaged so need repairing.  These two steps can help with that. It is also critical to adopt a correct tapering process; 10% a week is a good rate, if you have adequate repair through the above steps carried out over a few months.  One should never attempt to withdraw when anxious or suffering from insomnia, as it will only get worse. I can elaborate more on any of these points, feel free to PM or ask here. Best wishes to all! (Note also that the same steps here can be applied to benzo based drugs, meditation can, in general, repair damage from most psychiatric medication) 2 likes, 15 replies "
36,C0270724,Infantile Neuroaxonal Dystrophy,C0087169,Withdrawal Symptoms,https://patient.info/forums/discuss/coming-off-2-5mg-of-olanzapine--603427,Coming off 2.5mg of olanzapine.,"Hi I plan to come off as soon as possible as i need to lose weight for surgery. I cannot get dissolvable tablets. My plan is to alternate 2.5 and 1.25 for 2 weeks then 1.25 for 2 weeks. If that goes well i will jump off then if not i plan to crush the tablets and eat the powder and alternate 1.25 and 0.6 ish for 2 weeks then 0.6 ish for 2 weeks then off. I have only been on then nearly 5 months and although i think they help the   is too much. I am on other meds which mean i will be getting totally meds free. Any advice or experience welcome. What withdrawal symptoms can i expect ? 2 likes, 67 replies "
37,C0272285,Heparin-induced thrombocytopenia,"C0679309, C0221423, C0871189","physical symptom, Illness (finding), Psychotic symptom",https://patient.info/forums/discuss/recently-stopped-5mg-of-olanzapine-726287,Recently stopped 5mg of Olanzapine ,"hi I've been on Olanzapine 5mg for approx 3 years and a week last thursday I went to a psychiatrist for a medication review as I'm under a new mental health team. They concluded I should come off the olanzapine because it's never actually helped with my severe   which is my main diagnosis and I dont suffer from bi polar or psychotic symptoms of any kind so they couldn't see a reason I should have ever been put on these meds and it didn't even say why I was in my medical records! They said I could stop the 5mg dead as it's a low dose so that's what I did. Only now have I read the horror stories of coming off this drug! And I thought Diazepam was bad. For the first week I felt more anxious and emotional then all of a sudden physical symptoms hit me I keep getting hot sweats then get freezing cold. I feel sick and have lost my appetite. I cannot sleep. I have a constant   which paracetamol does seem to help. And I have an increased urge to urinate which is so bad I feel I need to go all the time. The strange thing is when I started these meds I started sweating excessively to the point I literally soak my clothing constantly which is triggered the more I panic which is alot. I also started having the increased urge to urinate but it wasn't as bad as it is now. I've never been sure if the sweating and urination has been caused by the olanzapine as it was a very chaotic time in my life I was put on the olanzapine and I cant remember exactly when the sweating and urination started but as far as I can remember it was about the same time. So I'm wondering has anyone else had sweating or increased urination as side effects of olanzapine? If so did they temporarily get worse during withdrawal? And finally advice on how long the withdrawal may last and if my symptoms are normal for withdrawal? I'm now aware it should have been reduced much slower but I've gotten so far I'd hate to have to go back on the olanzapine to taper it off. Thanks for reading and any advice/opinions given 0 likes, 4 replies "
37,C0009443,Common Cold,"C0679309, C0221423, C0871189","physical symptom, Illness (finding), Psychotic symptom",https://patient.info/forums/discuss/recently-stopped-5mg-of-olanzapine-726287,Recently stopped 5mg of Olanzapine ,"hi I've been on Olanzapine 5mg for approx 3 years and a week last thursday I went to a psychiatrist for a medication review as I'm under a new mental health team. They concluded I should come off the olanzapine because it's never actually helped with my severe   which is my main diagnosis and I dont suffer from bi polar or psychotic symptoms of any kind so they couldn't see a reason I should have ever been put on these meds and it didn't even say why I was in my medical records! They said I could stop the 5mg dead as it's a low dose so that's what I did. Only now have I read the horror stories of coming off this drug! And I thought Diazepam was bad. For the first week I felt more anxious and emotional then all of a sudden physical symptoms hit me I keep getting hot sweats then get freezing cold. I feel sick and have lost my appetite. I cannot sleep. I have a constant   which paracetamol does seem to help. And I have an increased urge to urinate which is so bad I feel I need to go all the time. The strange thing is when I started these meds I started sweating excessively to the point I literally soak my clothing constantly which is triggered the more I panic which is alot. I also started having the increased urge to urinate but it wasn't as bad as it is now. I've never been sure if the sweating and urination has been caused by the olanzapine as it was a very chaotic time in my life I was put on the olanzapine and I cant remember exactly when the sweating and urination started but as far as I can remember it was about the same time. So I'm wondering has anyone else had sweating or increased urination as side effects of olanzapine? If so did they temporarily get worse during withdrawal? And finally advice on how long the withdrawal may last and if my symptoms are normal for withdrawal? I'm now aware it should have been reduced much slower but I've gotten so far I'd hate to have to go back on the olanzapine to taper it off. Thanks for reading and any advice/opinions given 0 likes, 4 replies "
37,C4522181,Brachial Amyotrophic Diplegia,"C0679309, C0221423, C0871189","physical symptom, Illness (finding), Psychotic symptom",https://patient.info/forums/discuss/recently-stopped-5mg-of-olanzapine-726287,Recently stopped 5mg of Olanzapine ,"hi I've been on Olanzapine 5mg for approx 3 years and a week last thursday I went to a psychiatrist for a medication review as I'm under a new mental health team. They concluded I should come off the olanzapine because it's never actually helped with my severe   which is my main diagnosis and I dont suffer from bi polar or psychotic symptoms of any kind so they couldn't see a reason I should have ever been put on these meds and it didn't even say why I was in my medical records! They said I could stop the 5mg dead as it's a low dose so that's what I did. Only now have I read the horror stories of coming off this drug! And I thought Diazepam was bad. For the first week I felt more anxious and emotional then all of a sudden physical symptoms hit me I keep getting hot sweats then get freezing cold. I feel sick and have lost my appetite. I cannot sleep. I have a constant   which paracetamol does seem to help. And I have an increased urge to urinate which is so bad I feel I need to go all the time. The strange thing is when I started these meds I started sweating excessively to the point I literally soak my clothing constantly which is triggered the more I panic which is alot. I also started having the increased urge to urinate but it wasn't as bad as it is now. I've never been sure if the sweating and urination has been caused by the olanzapine as it was a very chaotic time in my life I was put on the olanzapine and I cant remember exactly when the sweating and urination started but as far as I can remember it was about the same time. So I'm wondering has anyone else had sweating or increased urination as side effects of olanzapine? If so did they temporarily get worse during withdrawal? And finally advice on how long the withdrawal may last and if my symptoms are normal for withdrawal? I'm now aware it should have been reduced much slower but I've gotten so far I'd hate to have to go back on the olanzapine to taper it off. Thanks for reading and any advice/opinions given 0 likes, 4 replies "
41,C0033893,Tension Headache,"C0917801, C0270541","Sleeplessness, Rebound Insomnia",https://patient.info/forums/discuss/has-anyone-recovered-insomnia-using-olanzapine--723113,Has anyone recovered insomnia using Olanzapine?,"I got insomnia after 2 days anesthesia due to stomach polyp surgery (endoscopy). I tried several antidepressant without success then olanzapine.  I sleep well with olanzapine however after 2 months i got daily tension headaches. I continue taking olanzapine for 1 1/2 years now from 10 mg down to 2.5 mg in 9 months. Sometimes my sleep is coming back without olanzapine but only 1 -2 days. My Psychiatrist then recommended me to take Olanzapine  every other day. Unfortunately it didn't work. Is it a rebound insomnia? Do i still have the chance to recover? 0 likes, 2 replies "
41,C0236048,"Polyposis, Gastric","C0917801, C0270541","Sleeplessness, Rebound Insomnia",https://patient.info/forums/discuss/has-anyone-recovered-insomnia-using-olanzapine--723113,Has anyone recovered insomnia using Olanzapine?,"I got insomnia after 2 days anesthesia due to stomach polyp surgery (endoscopy). I tried several antidepressant without success then olanzapine.  I sleep well with olanzapine however after 2 months i got daily tension headaches. I continue taking olanzapine for 1 1/2 years now from 10 mg down to 2.5 mg in 9 months. Sometimes my sleep is coming back without olanzapine but only 1 -2 days. My Psychiatrist then recommended me to take Olanzapine  every other day. Unfortunately it didn't work. Is it a rebound insomnia? Do i still have the chance to recover? 0 likes, 2 replies "
42,C0751249,Chronic Insomnia,"C0087169, C0040822","Withdrawal Symptoms, Tremor",https://patient.info/forums/discuss/olanzapine-withdrawal-hell--721166,Olanzapine withdrawal hell.,"Hi folks. Hoping someone can give me advice and some hope that things are going to get better. I was taking 15mg of Olanzapine for a period of 4yrs and with the support of my psychiatrist decided to discontinue it this year. I followed my psychiatrist weaning schedule which was reducing the dosage over a period of 4 weeks and completed this process 2 months ago.  To throw in the mix I have also discontinued Valium over the same period. Since stopping these medication my life has been hell I have had really bad chronic insomnia, sweats, bad anxiety, Itchiness of my skin and tremors.   I have been tempted to go back on the medication but I really don't want to so soldiering on,  I went to see my GP who said that it's going to take time for things to settle and he also prescribed me some Zopiclone to help me sleep which has made no difference. I'm really worried that these withdrawal symptoms won't get better so would like to hear from anyone who has gone through similar and any advice would be most welcome.   If I was told how hard it was to come of Olanzapine I would not of agreed to take it. I am still taking Prozac and not planning to come of this. Help? Ben 0 likes, 13 replies "
42,C4522181,Brachial Amyotrophic Diplegia,"C0087169, C0040822","Withdrawal Symptoms, Tremor",https://patient.info/forums/discuss/olanzapine-withdrawal-hell--721166,Olanzapine withdrawal hell.,"Hi folks. Hoping someone can give me advice and some hope that things are going to get better. I was taking 15mg of Olanzapine for a period of 4yrs and with the support of my psychiatrist decided to discontinue it this year. I followed my psychiatrist weaning schedule which was reducing the dosage over a period of 4 weeks and completed this process 2 months ago.  To throw in the mix I have also discontinued Valium over the same period. Since stopping these medication my life has been hell I have had really bad chronic insomnia, sweats, bad anxiety, Itchiness of my skin and tremors.   I have been tempted to go back on the medication but I really don't want to so soldiering on,  I went to see my GP who said that it's going to take time for things to settle and he also prescribed me some Zopiclone to help me sleep which has made no difference. I'm really worried that these withdrawal symptoms won't get better so would like to hear from anyone who has gone through similar and any advice would be most welcome.   If I was told how hard it was to come of Olanzapine I would not of agreed to take it. I am still taking Prozac and not planning to come of this. Help? Ben 0 likes, 13 replies "
43,C0019112,Hemorrhoids,"C0037088, C0023380, C0423636","Signs and Symptoms, Lethargy, Cardiac pain",https://patient.info/forums/discuss/coming-off-olanzapine-27414,Coming off Olanzapine,"I have been on Olanzapine or over 6 years now from when I was diagnosed Borderline personality traits and all I can say is that I have endured 6 years of living hell. I have been taking 10mg every night for that time and piled on loads of weight, felt lethargic no confidence and started experiencing heart pains. I have had absolutely zero social life in that time and felt unable to think or communicate with other people. I decided just over a month ago to stop the treatment and now am starting to feel much better. I have lost a stone in 2 weeks and look much better ,I am now able to think clearly and have much more energy and motivation to do things. To help me stop the Olanzapine I have avoided alcohol completely (this always put me back to square one in the past). I am finding it difficult to get off to sleep without the aid of the drug but more excercise through the day is helping with this. I will never return to taking this drug again as I feel it has robbed me of 6 years of my life. 9 likes, 326 replies "
44,C0033893,Tension Headache,"C0917801, C0270541","Sleeplessness, Rebound Insomnia",https://patient.info/forums/discuss/has-anyone-recovered-insomnia-using-olanzapine--723112,Has anyone recovered insomnia using Olanzapine?,"I got insomnia after 2 days anesthesia due to stomach polyp surgery (endoscopy). I tried several antidepressant without success then olanzapine.  I sleep well with olanzapine however after 2 months i got daily tension headaches. I continue taking olanzapine for 1 1/2 years now from 10 mg down to 2.5 mg in 9 months. Sometimes my sleep is coming back without olanzapine but only 1 -2 days. My Psychiatrist then recommended me to take Olanzapine  every other day. Unfortunately it didn't work. Is it a rebound insomnia? Do i still have the chance to recover? 0 likes, 6 replies "
44,C0236048,"Polyposis, Gastric","C0917801, C0270541","Sleeplessness, Rebound Insomnia",https://patient.info/forums/discuss/has-anyone-recovered-insomnia-using-olanzapine--723112,Has anyone recovered insomnia using Olanzapine?,"I got insomnia after 2 days anesthesia due to stomach polyp surgery (endoscopy). I tried several antidepressant without success then olanzapine.  I sleep well with olanzapine however after 2 months i got daily tension headaches. I continue taking olanzapine for 1 1/2 years now from 10 mg down to 2.5 mg in 9 months. Sometimes my sleep is coming back without olanzapine but only 1 -2 days. My Psychiatrist then recommended me to take Olanzapine  every other day. Unfortunately it didn't work. Is it a rebound insomnia? Do i still have the chance to recover? 0 likes, 6 replies "
