PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
17,C0033860,Psoriasis,"C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
17,C0796085,Nance-Horan syndrome,"C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
17,C0263922,Bursitis of hip,"C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
19,C0033860,Psoriasis,C0015230,Exanthema,https://patient.info/forums/discuss/rough-and-dry-skin-in-middle-fingers-688351,Rough and dry skin in Middle Fingers,"Hi, For last three years I often travel to Middle East countries from South India. After my First trip in Winter to Saudi Arabia i reached India back in February, then I started to have some dry spots in hands like on top of middle finger bones and behind my ears. Initially i had some treatments for dryness and later on it started to appear in every winter. Even now I have the same issue. Now it started to appear in scalp near to my ears. I doubt whether it is something like Psoriasis. Could you advice me to find out what problem i have? 0 likes, 0 replies "
22,C0730321,Punctate inner choroidopathy,C0231218,Malaise,https://patient.info/forums/discuss/any-ideas--688857,Any ideas!!? ,"hi, ive had a patch on my leg for little over a year, maybe more. it doesnt itch or bother me in the slightest. it hasnt grown in size or anything. its smooth to touch but slightly raised.  seems to darken if my legs are cold, same as my birth mark! its only abit more pink then my skin. ill upload pic. anyone had similar? 0 likes, 3 replies "
22,C0041912,Upper Respiratory Infections,C0231218,Malaise,https://patient.info/forums/discuss/any-ideas--688857,Any ideas!!? ,"hi, ive had a patch on my leg for little over a year, maybe more. it doesnt itch or bother me in the slightest. it hasnt grown in size or anything. its smooth to touch but slightly raised.  seems to darken if my legs are cold, same as my birth mark! its only abit more pink then my skin. ill upload pic. anyone had similar? 0 likes, 3 replies "
23,C0009450,Communicable Diseases,"C0037763, C0026821","Spasm, Muscle Cramp",https://patient.info/forums/discuss/ankylosis-spondylitis-and-muscle-spasms-562211,Ankylosis spondylitis and muscle spasms,"Does anyone suffering with AS also suffer with muscle spasms, I have not yet had a diagnosis but waiting for tests and MRI results but iv suffered with muscle spasms in my shoulders and neck for years now but this past year there almost constant, at one time id get a spasm in my shoulder blade or neck that would last 3-4 days then settle mainly due to diazapam then not re occur for a few weeks but now there lasting weeks with maybe a day where it settles then starts again,  also the diazapam is not working now and I dont like to take it more than 4 days because of how addictive it is, thanks in advance 😊 1 like, 8 replies "
26,C0033860,Psoriasis,C0221423,Illness (finding),https://patient.info/forums/discuss/does-this-psoriasis-687806,Does this psoriasis,"31 years old. healthy. no drugs (maybe adhd pills when I need to study) nor history of illnesses for couple of weeks I have a very slight irritation and itching in the anus area. I went to dermatologist and he said that I have inverse psoriasis on gluteal cleft region. I don't have any of the risk factors of psoriasis either anyone of my relatives don't have psoriasis. my BMI is normal. worth mention, that the symptoms are very lite and barley annoying me at all. I tried antifungus cream for one week without any resolution. Wanted to know if the picture look like psoriasis thanks in advance 0 likes, 2 replies "
26,C0343053,Flexural psoriasis,C0221423,Illness (finding),https://patient.info/forums/discuss/does-this-psoriasis-687806,Does this psoriasis,"31 years old. healthy. no drugs (maybe adhd pills when I need to study) nor history of illnesses for couple of weeks I have a very slight irritation and itching in the anus area. I went to dermatologist and he said that I have inverse psoriasis on gluteal cleft region. I don't have any of the risk factors of psoriasis either anyone of my relatives don't have psoriasis. my BMI is normal. worth mention, that the symptoms are very lite and barley annoying me at all. I tried antifungus cream for one week without any resolution. Wanted to know if the picture look like psoriasis thanks in advance 0 likes, 2 replies "
27,C0033860,Psoriasis,"C0015230, C0030193","Exanthema, Pain",https://patient.info/forums/discuss/genital-psoriasis-help-696517,Genital Psoriasis Help ,"my dermatologist diagnosed me with psoriasis on my penis and prescribed me a cream to control it. the cream hasnt really been working though. i just wanted some info on psoriasis. all that is wrong with my case is that my foreskin and penis head is red which gets worse or better during the day. there is no   or anything but the head does seem a little tender if i rub it. does psoriasis always involve having an itch or can you have it with no itching? and secondly, it originated from a single red spot on my penis head that seem to turn into a rash and now is just red after i had unprotected sex and now has spread over time. again there was no pain or itchiness during anytime after. can psoriasis originate from a single spot or no? thanks. 0 likes, 3 replies "
28,C0033860,Psoriasis,C0015230,Exanthema,https://patient.info/forums/discuss/is-this-psoriasis-698296,Is this psoriasis,"Since I was little, I've always had psoriasis on my scalp, but recently it's came up on my elbow and knees and now I'm getting small raised spots around my wrist and I'd like to know if this is also psoriasis. Thanks in advance. 0 likes, 2 replies "
28,C0406326,Scalp psoriasis,C0015230,Exanthema,https://patient.info/forums/discuss/is-this-psoriasis-698296,Is this psoriasis,"Since I was little, I've always had psoriasis on my scalp, but recently it's came up on my elbow and knees and now I'm getting small raised spots around my wrist and I'd like to know if this is also psoriasis. Thanks in advance. 0 likes, 2 replies "
30,C0003872,"Arthritis, Psoriatic","C1517205, C0030193","Flare, Pain",https://patient.info/forums/discuss/methotrexate-injections-painful--686855,Methotrexate injections  - painful?,"Grateful to have found this blog site.  I have been on oral Methotrexate for years (decades).. after a year of painful arthritic flares in my wrists, cortisone injections etc., my Rheumatologist suggests switch to the injections and a higher dose.  I've been on Cosentyx for about a year as well, after Humira quit working after maybe 5 years, and after Enbrel quit working after perhaps 7 years.  I'm also on folic acid, and haven't had any serious side effects of the Methotrexate, thankfully.  Now that I'm starting the injections next week, am wondering A) if anyone's had problems with injection site irritation, or B) whether the injection stings when given (The Humira did, but now the Cosentyx does not).  And finally, I just noticed it says do not consume alcohol... I tend to socially drink some on weekends, but not to excess.  Thoughts?   Thanks! 0 likes, 5 replies "
32,C0574960,Sacroiliitis,"C0234251, C0004604","Inflammatory pain, Back Pain",https://patient.info/forums/discuss/psa-and-degenerative-disc-disease-703994,PsA and degenerative disc disease,"I have  . I recently had an MRI of my spine because I have symptoms of sacroiliitis and inflammatory back pain. No inflammation was found but they discovered degenerative disc disease at several levels with some bulges and prolapse in the cervical and thoracic regions. Would this be anything to do with the PsA or is it unrelated? I'm 40 and the back pain has been going on for years. I've never had any injury/trauma to my spine. 0 likes, 4 replies "
32,C0158266,Intervertebral Disc Degeneration,"C0234251, C0004604","Inflammatory pain, Back Pain",https://patient.info/forums/discuss/psa-and-degenerative-disc-disease-703994,PsA and degenerative disc disease,"I have  . I recently had an MRI of my spine because I have symptoms of sacroiliitis and inflammatory back pain. No inflammation was found but they discovered degenerative disc disease at several levels with some bulges and prolapse in the cervical and thoracic regions. Would this be anything to do with the PsA or is it unrelated? I'm 40 and the back pain has been going on for years. I've never had any injury/trauma to my spine. 0 likes, 4 replies "
33,C0003872,"Arthritis, Psoriatic","C0042963, C0030193","Vomiting, Pain",https://patient.info/forums/discuss/anyone-suffered-skin-reaction-with-change-from-butrans-to-butec-patches--549356,Anyone suffered skin reaction with change from Butrans to Butec Patches? ,"I'd been prescribed Butrans pain patches to help transfer from one Biological therapy to another (Enbrel to Cimzia) by my Rheumatologist. I cannot tolerate co-codamol or tramdol - I vomit. My kidneys say no to NSAIDS of any sort these days too leaving me somewhat short of pain relief. I found the Butrans patches one of the best methods of delivering pain relief. Not having to remember to pill pop every 6 hours was a blessed relief. My GP changed the prescription from Butrans to Butec a generic, and I assume a lot cheaper. I checked it on line and found it was meant to be identical to Butrans. Unfortunately about 2 weeks after starting Butec I started getting a skin reaction under the patch. Week 1 was mildish, Week 2 lifted the skin off after removal of the patch and week 3 lasted 36 hours before I hastily removed it. Nothing had changed prescription wise apart from the change from Butrans to Butec.  Anyone else suffered this reaction? 1 like, 15 replies "
36,C0024141,"Lupus Erythematosus, Systemic","C0003862, C0239266","Arthralgia, Pain in elbow",https://patient.info/forums/discuss/raised-cirrcular-spot-on-elbow-itchy-and-painful-is-this-psoriasis--716776,Raised Cirrcular Spot on elbow Itchy and Painful is this Psoriasis?,"File size is too big I am a 22 year old female and last month I noticed pain in my elbow and a tiny red spot. This spot began to itch and it would hurt (mostly from setting my elbows on the desk at work) and it began to grow and as it grew white flakes would appear. It went away on its own. Then about three weeks later it is back with all the same symptoms. This time it is getting bigger. I am concerned because I am ANA positive titre 1:640 speckled with no diagnosis. I have joint pain and a slew of other symptoms and was told I have incomplete SLE. Is it possible this is psoriasis and psoFile size is too bigriatic arthritis?File size is too big File size is too big 0 likes, 1 reply "
36,C0033860,Psoriasis,"C0003862, C0239266","Arthralgia, Pain in elbow",https://patient.info/forums/discuss/raised-cirrcular-spot-on-elbow-itchy-and-painful-is-this-psoriasis--716776,Raised Cirrcular Spot on elbow Itchy and Painful is this Psoriasis?,"File size is too big I am a 22 year old female and last month I noticed pain in my elbow and a tiny red spot. This spot began to itch and it would hurt (mostly from setting my elbows on the desk at work) and it began to grow and as it grew white flakes would appear. It went away on its own. Then about three weeks later it is back with all the same symptoms. This time it is getting bigger. I am concerned because I am ANA positive titre 1:640 speckled with no diagnosis. I have joint pain and a slew of other symptoms and was told I have incomplete SLE. Is it possible this is psoriasis and psoFile size is too bigriatic arthritis?File size is too big File size is too big 0 likes, 1 reply "
36,C0003864,Arthritis,"C0003862, C0239266","Arthralgia, Pain in elbow",https://patient.info/forums/discuss/raised-cirrcular-spot-on-elbow-itchy-and-painful-is-this-psoriasis--716776,Raised Cirrcular Spot on elbow Itchy and Painful is this Psoriasis?,"File size is too big I am a 22 year old female and last month I noticed pain in my elbow and a tiny red spot. This spot began to itch and it would hurt (mostly from setting my elbows on the desk at work) and it began to grow and as it grew white flakes would appear. It went away on its own. Then about three weeks later it is back with all the same symptoms. This time it is getting bigger. I am concerned because I am ANA positive titre 1:640 speckled with no diagnosis. I have joint pain and a slew of other symptoms and was told I have incomplete SLE. Is it possible this is psoriasis and psoFile size is too bigriatic arthritis?File size is too big File size is too big 0 likes, 1 reply "
37,C0009450,Communicable Diseases,"C0683369, C2926602","Clouded consciousness, Discharge, body substance",https://patient.info/forums/discuss/cosentyx-psoriasis-716872,Cosentyx psoriasis,"hi all ive had psoriasis for about 15 years and up until the last few years had little success. ive been on various medications and most recently started injections. i tried stelara which didnt work at all then moved onto cosentyx. i was amazed and within 5-6 months completely clear.  i finally thought id found a miracle drug! unfortunately the injections stopped through confusion of nhs discharging me and psoriasis came back quickly and aggressively. im now back on the injections and again virtually clear apart from one large patch on my ankle which wont reduce or budge. has anyone found similar? is there a next step up or a stronger medication does anybody know? 0 likes, 0 replies "
37,C0033860,Psoriasis,"C0683369, C2926602","Clouded consciousness, Discharge, body substance",https://patient.info/forums/discuss/cosentyx-psoriasis-716872,Cosentyx psoriasis,"hi all ive had psoriasis for about 15 years and up until the last few years had little success. ive been on various medications and most recently started injections. i tried stelara which didnt work at all then moved onto cosentyx. i was amazed and within 5-6 months completely clear.  i finally thought id found a miracle drug! unfortunately the injections stopped through confusion of nhs discharging me and psoriasis came back quickly and aggressively. im now back on the injections and again virtually clear apart from one large patch on my ankle which wont reduce or budge. has anyone found similar? is there a next step up or a stronger medication does anybody know? 0 likes, 0 replies "
37,C0796085,Nance-Horan syndrome,"C0683369, C2926602","Clouded consciousness, Discharge, body substance",https://patient.info/forums/discuss/cosentyx-psoriasis-716872,Cosentyx psoriasis,"hi all ive had psoriasis for about 15 years and up until the last few years had little success. ive been on various medications and most recently started injections. i tried stelara which didnt work at all then moved onto cosentyx. i was amazed and within 5-6 months completely clear.  i finally thought id found a miracle drug! unfortunately the injections stopped through confusion of nhs discharging me and psoriasis came back quickly and aggressively. im now back on the injections and again virtually clear apart from one large patch on my ankle which wont reduce or budge. has anyone found similar? is there a next step up or a stronger medication does anybody know? 0 likes, 0 replies "
38,C0003872,"Arthritis, Psoriatic","C0015672, C0013604, C0030193","Fatigue, Edema, Pain",https://patient.info/forums/discuss/best-medicines-for-psoriatic-arthritis--718638,Best medicines for psoriatic arthritis?,"I was diagnosed with psoriatic arthritis a little more than a year ago. Since then I have tried and failed Hydrochloroquine, Sulfasalazine, Methotrexate and now it looks like Otezla is not working well enough. My main symptoms are extreme joint damage that happened quickly, nail involvement on fingers and toes, swollen fingers & toes, depression & fatigue, and I had a heart attack when I was 29 years old! I have some mild psoriasis that broke out on my arm after a elbow replacement surgery, and now is on my scalp and forehead. SInce the Otezla is not working well enough at stopping joint damage, pain , and swelling, we are looking at other medicines now. I am temporarily taking prednisone 1.25 mg/ once per day for inflammation. It makes me feel happier and have more energy, but no change on joint issues.  Has any one tried this drug and what were the results? Now we are up to Biologics. I want to know which ones have worked best for people with joint damage and less psoriasis? Tell me your stories! I am looking at Humira, Enbrel, remicade as well as others for treatment potentials. Maybe some of you with more experience know which work best for those of us with my kind of symptoms? Thanks for any information! 0 likes, 1 reply "
