PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
15,C4522181,Brachial Amyotrophic Diplegia,C0028084,Nightmares,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/40527/bad-penile-implant,Bad penile implant,"On the 22nd of January 2018 I had the AMS 700 implanted. Nearly a month later (and since I started inflating the implant on February 7) I have noted that 1) neither cylinder reaches all the way to the head of my penis and 2) the left cylinder is easily 3/8 of an inch shorter than the right. The result: depending on my body position when I inflate the implant: 1) The tip of my penis points to the left, at 90 degree angle. 2) The tip of my penis points straight up, at a 90 degree angle. 3) The tip of my penis points straight ahead but has no structure and flops around. To say I am not happy is an under statement. Bad enough that I lost nearly 5"" in length and 1"" in girth. My wife won't touch this bent up robotic nightmare that I am stuck with, she actually gets upset seeing me pump it up. I have my one month follow up next week. The only question I have for the doctor is what is his plan to unscrew his screw up (make no mistake-this is not the implant's fault, it works. The ""expert"" did this to me.). I recognize that I am angry and anger clouds things-what else should I be asking (other than if his malpractice insurance is current)? I am going to have this fixed. Just want to make sure I don't miss anything..."
15,C1860224,ABLEPHARON-MACROSTOMIA SYNDROME,C0028084,Nightmares,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/40527/bad-penile-implant,Bad penile implant,"On the 22nd of January 2018 I had the AMS 700 implanted. Nearly a month later (and since I started inflating the implant on February 7) I have noted that 1) neither cylinder reaches all the way to the head of my penis and 2) the left cylinder is easily 3/8 of an inch shorter than the right. The result: depending on my body position when I inflate the implant: 1) The tip of my penis points to the left, at 90 degree angle. 2) The tip of my penis points straight up, at a 90 degree angle. 3) The tip of my penis points straight ahead but has no structure and flops around. To say I am not happy is an under statement. Bad enough that I lost nearly 5"" in length and 1"" in girth. My wife won't touch this bent up robotic nightmare that I am stuck with, she actually gets upset seeing me pump it up. I have my one month follow up next week. The only question I have for the doctor is what is his plan to unscrew his screw up (make no mistake-this is not the implant's fault, it works. The ""expert"" did this to me.). I recognize that I am angry and anger clouds things-what else should I be asking (other than if his malpractice insurance is current)? I am going to have this fixed. Just want to make sure I don't miss anything..."
16,C4522181,Brachial Amyotrophic Diplegia,"C0036572, C0278141, C0037763, C0150055, C0030193, C0455270","Seizures, Excruciating pain, Spasm, Chronic pain, Pain, Sharp pain",https://messageboards.webmd.com/health-conditions/f/pain-management/630/chronic-back-pain-but-i-appear-to-be-ok,"Chronic back pain but I appear to be ""OK""","Hi, Over 5 years ago I was in a rollover car accident (backseat) and broke 10 vertebrae in my upper neck /mid back as well as right occipital condyle fractures (cracked my skull). I was hospitalized for days, bedridden for months, used a walker for months, went to PT for years and have tried everything and anything for pain relief.  It is now almost 6 years later, I'm 27 years old, and in unbelievable chronic, dehabilitating pain. I have immense trouble with mobility and strength and EVERYthing affects it. Driving hurts, sitting, standing, walking, lifting, pushing, pulling, writing, reaching... everything creates pain. I am living in a complete cloud of misery. Funny thing about it is this: I don't look like it! Or act like it! I am a chirpy, ""fit + healthy"" seeming, bubbly, hardworking girl. I don't mope around, I try not to complain or speak up too much about it. So when I do, whether its a new doctor or old- they aren't taking me serious! I know for a fact multiple doctors think I'm fine.. they say I'm young, I've ""recovered"". But I haven't and it is ruining my life. My weekly schedule consists of acupuncture sessions, cranial sacral therapy, massage, grounding, restorative yoga, swim and have been in and out of physical therapy for years. I've tried so many types of therapy I don't even know what else is left. I have also seen so many specialists and doctors, I've given up. No matter what I do, I am in copious amounts of pain. One exception- Once in a blue moon on a RAGING flare up, I will take half a pain killer. This is the only time I feel complete relief from pain. But, I'm scared of being a person that ""relies"" on pain killers, so I don't take them often. PLUS- there is such a bad connotation with ""young people"" and pain killers that doctors smirk at me if I even bring them up. I've been out of Hydrocodone for the past month and have had such horrible pain I can't go to work anymore, be active or do much at all. Pain: My biggest issue these days in an excruciating sharp pain in between my shoulder blades in my upper back. My neck flares up and becomes a sharp pain up through my head. My entire upper back scar tissue is rock hard and full of knots. And now my right arm has become completely numb and/or will have sharp pains down through my palm and fingers. My right arm and right leg have uncontrollable spasms nightly at this point.  I was told by a doctor that I have bone spurrs between C6 and C7. And I was also recently told by a massaeust that my shoulder blades are very misaligned and uneven. She said my right shoulder blade is low and sunken in while my left is bulging out. Perhaps these are the causing a nerve to be pinched and why my right arm is having so many issues?  I need help as soon as possible. The pain has become so extreme, I honestly feel like I am dying. I need to figure out a solution, some sort of real relief, but no doctor ""cares"" or will listen to me because I'm just TOO YOUNG. Too young for surgery, shots, anything. I'm sorry but I am too young to feel like I am 100 years old and bedridden at 27 years old.  I'm open to any suggestions- holistic, western, eastern, whatever. I need help :("
19,C0267725,Paraesophageal hernia,C0231617,Catch - Finding of sensory dimension of pain,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/42184/could-i-be-pregnant,Could i be pregnant?,"This is a little long winded but bear with me, in a few weeks I am getting my contraceptive implant so me and my husband have had no penetrative sexual intercourse whatsoever, but today In the shower I was basically laying down completely but propped up slightly and he ejaculated on my breast/ stomach,there was very hot shower water running down on us and so he put his hand underneath my stomach and cupped it to catch anything that might try to go towards my vagina while I rinsed everything off, I didn’t get everything so then I stood up and quickly washed with soap and fully washed both my stomach and vagina with soap and then rinsed and dried thouroghly, I am always very paranoid about getting pregnant (hence why I’m getting the implant) it is likely I could be or am I over worrying?"
23,C0036916,Sexually Transmitted Diseases,C2242996,Has tingling sensation,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/42306/std-and-sti,Std and sti,Hello. My question regards the difference in std and sti when it comes to tests. My girlfriend was tested for std's and was found to be clean. Could she still spread sti's? I have been active with her for a few months now but recently I have been experiencing some tingling or itchiness in my urethra. She has had unprotected sex with many people but as I said was tested for std's. I have not slept with anyone but her as of late. Wondering if I could still have gotten something from her.
25,C4522181,Brachial Amyotrophic Diplegia,"C1291077, C0026821","Abdominal bloating, Muscle Cramp",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41736/controlling-periods-without-the-pill,Controlling periods without the pill,"So my girlfriend and I have been together for nearly 2 years and she's never had libido. I told her from day 1 she needs to find a solution, I'm here now and I'm sure you can fill in the rest. I found out recently that this is because of the pill. She won't go off of it because she says her periods are terrible: ""I don't think you understand how awful it is not being on the pill. Period symptoms are significantly worse, like I can't even get out of bed for the first 2 days because the cramps are so bad, you *** everywhere all the time, you're bloated when you eat but you eat *** everything. It's not something you will ever understand. "" She says that she initially started using the pill by doctors recommendation not because of its contraceptive qualities, but because her period was unpredictable. She said she would get blood in her pants sporadically any day of the month.  So my question is... Is there a win win out there? I.e. Something that continues to help her regulate her periods but doesn't eat her testosterone/kill her libido? It can also have contraceptive qualities but doesn't have to as I'm more than willing to use condoms or do whatever else I need to do to satisfy that requirement."
30,C0022650,Kidney Calculi,"C0037088, C0558489, C0030193","Signs and Symptoms, Renal pain, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/562/kidney-stones-with-opioid-dependency-don-t-know-what-to-do,"Kidney stones with opioid dependency, don't know what to do.","Today I went to have an ultrasound for kidney stones and it appears I have kidney stones in both kidneys. This not yet confirmed until goes to radiology I think she said, but I am almost certain I have them because of pain and my mother had them as well. The dr said theyre not very big, but was hesitant to give me any more information until confirmed results are in next Friday.  I am extrelemely worried to the point where I cant sleep, I am probably worrying my parents to death, and I'm finding it very difficult to wait till Friday for answers. I am a male, 24 years old, and I have a narrow urethra so I am scared to death that is going to be bad.  My question/worry is that I have been opioid dependant and addicted to pain meds in the past, and have currently been on subxone for 3-4 years and am still taking it to this day, my tolerance is extremely high to opioids although my suboxone dose is now lower than thought possible, like .4mg a day (I have tried to come off the suboxone several times but have not been able too because of pain I assumed was withdrawals, it makes me wonder if the pain that I attributed to suboxone withdrawal was really pain from the kidney stones this whole time, but I know nothing to prove this. ) What are the options for pain medications for this? Are there alternatives to opiates that work effectively? Is there alternatives to opioids? I do believe I could control myself, especially with my mothers help, if I had to do opiates, but I really am hoping there is a better way to relieve severe pain. If there is not a good alternative, is it even possible to go on an opiate pain medication while on suboxone or is that not possible as an option? My mother is willing to fly up and stay with me, and I know she would be willing to hold my medication for me.  Any insight into this would be so much appreciated as I am scared to death right now."
30,C4522181,Brachial Amyotrophic Diplegia,"C0037088, C0558489, C0030193","Signs and Symptoms, Renal pain, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/562/kidney-stones-with-opioid-dependency-don-t-know-what-to-do,"Kidney stones with opioid dependency, don't know what to do.","Today I went to have an ultrasound for kidney stones and it appears I have kidney stones in both kidneys. This not yet confirmed until goes to radiology I think she said, but I am almost certain I have them because of pain and my mother had them as well. The dr said theyre not very big, but was hesitant to give me any more information until confirmed results are in next Friday.  I am extrelemely worried to the point where I cant sleep, I am probably worrying my parents to death, and I'm finding it very difficult to wait till Friday for answers. I am a male, 24 years old, and I have a narrow urethra so I am scared to death that is going to be bad.  My question/worry is that I have been opioid dependant and addicted to pain meds in the past, and have currently been on subxone for 3-4 years and am still taking it to this day, my tolerance is extremely high to opioids although my suboxone dose is now lower than thought possible, like .4mg a day (I have tried to come off the suboxone several times but have not been able too because of pain I assumed was withdrawals, it makes me wonder if the pain that I attributed to suboxone withdrawal was really pain from the kidney stones this whole time, but I know nothing to prove this. ) What are the options for pain medications for this? Are there alternatives to opiates that work effectively? Is there alternatives to opioids? I do believe I could control myself, especially with my mothers help, if I had to do opiates, but I really am hoping there is a better way to relieve severe pain. If there is not a good alternative, is it even possible to go on an opiate pain medication while on suboxone or is that not possible as an option? My mother is willing to fly up and stay with me, and I know she would be willing to hold my medication for me.  Any insight into this would be so much appreciated as I am scared to death right now."
31,C0038395,Streptococcal Infections,"C0920154, C0030193","spleen pain, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/695/16-year-old-daughter-with-enlarged-spleen-and-pain,16 year old daughter with enlarged spleen and pain,"We're 6 weeks after her positive mono test. She still cannot make it through an entire day of school due to the pain in her spleen. She is also 6 weeks post spinal fusion surgery, and also had strep, also diagnosed within a week of spinal fusion. We've been in and out of her pediatrician, many calls to her spinal doctor who says he cannot help her.  CBC is within normal range.  She's been xrayed in ER and also had 2 ultrasounds which showed the spleen is on the large side of normal. We're on the list to see pain specialists, but not until December, 2 months from now. :("
32,C0272285,Heparin-induced thrombocytopenia,"C2142181, C0234238, C0231749, C0030193","Pain in left knee, Ache, Knee pain, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/606/left-knee-pain,Left Knee Pain,"Good day.  I am trying to do some internet research before I see a doctor. I don't have health insurance and am trying to delay a visit. I have been an active hiker for 3 years and am in my mid 30's. I normally have ""normal"" knee pain that comes with steep descents. It always goes away. On a recent backpacking trip I had 50 pounds on my back. Just a few hours into the hike (and no mountains yet) I felt a sharp and concentrated pain in my left knee. It was not extremely painful, maybe 5 out of 10. As I'm looking down it would be in the left portion of the knee (so on the outer part of my leg). This occurred on a very regular step; nothing out of the ordinary. I think the pain began as my left foot hit touched the ground but I am not 100% positive. I had never felt this type of pain before at any time in my life.  As the day went on this pain became more general and less concentrated. I definitely felt the pain more with taking steps up steep terrain.  My knee ached that night, especially if my leg was not 100% straight. The next day the ache came back shortly as I got into the hike. I soon found a good sturdy stick and this greatly aided me such that I felt little to no pain for the remainder of the trip.   Fast forward a week after the trip was over and I went on a day hike. Knee starts out fine but later in the day my left knee begins to ache (not concentrated). It seems to be related to my original injury.  That night my knee felt fine but as I was laying in bed it would ache if my leg was not straight (i.e. when I was on my side). I then take 2 weeks off and this past weekend I went on another day hike. Same thing. Left knee aches. As soon as I am done hiking it begins to feel fine again. But it aches if it is in certain positions (like at night when I have less control...).  It has been two days since that last hike and my left knee is feeling fine again but I assume it will ache again with my next hike. I am planning on investing in some trekking poles but in the mean time it would be nice to know what sort of injury this is. Thank you for any kind of help."
32,C0009225,Coenuriasis,"C2142181, C0234238, C0231749, C0030193","Pain in left knee, Ache, Knee pain, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/606/left-knee-pain,Left Knee Pain,"Good day.  I am trying to do some internet research before I see a doctor. I don't have health insurance and am trying to delay a visit. I have been an active hiker for 3 years and am in my mid 30's. I normally have ""normal"" knee pain that comes with steep descents. It always goes away. On a recent backpacking trip I had 50 pounds on my back. Just a few hours into the hike (and no mountains yet) I felt a sharp and concentrated pain in my left knee. It was not extremely painful, maybe 5 out of 10. As I'm looking down it would be in the left portion of the knee (so on the outer part of my leg). This occurred on a very regular step; nothing out of the ordinary. I think the pain began as my left foot hit touched the ground but I am not 100% positive. I had never felt this type of pain before at any time in my life.  As the day went on this pain became more general and less concentrated. I definitely felt the pain more with taking steps up steep terrain.  My knee ached that night, especially if my leg was not 100% straight. The next day the ache came back shortly as I got into the hike. I soon found a good sturdy stick and this greatly aided me such that I felt little to no pain for the remainder of the trip.   Fast forward a week after the trip was over and I went on a day hike. Knee starts out fine but later in the day my left knee begins to ache (not concentrated). It seems to be related to my original injury.  That night my knee felt fine but as I was laying in bed it would ache if my leg was not straight (i.e. when I was on my side). I then take 2 weeks off and this past weekend I went on another day hike. Same thing. Left knee aches. As soon as I am done hiking it begins to feel fine again. But it aches if it is in certain positions (like at night when I have less control...).  It has been two days since that last hike and my left knee is feeling fine again but I assume it will ache again with my next hike. I am planning on investing in some trekking poles but in the mean time it would be nice to know what sort of injury this is. Thank you for any kind of help."
35,C0036916,Sexually Transmitted Diseases,C0027769,Nervousness,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41585/will-i-get-pregnant,Will I Get Pregnant?,"Last night, I had sex with my boyfriend, and he pulled out and the condom was broken. He hadn't came, just precum. I got so nervous and I cried and a friend of mine bought me the morning after pill. A lot of odds are pointing to no, also that I was about 4 days from my period so the egg was long gone, but I also had a wet dream after I took the pill and orgasmed. Will the orgasm affect the effectiveness of the pill????"
37,C0037274,Dermatologic disorders,"C0016382, C2364135","Flushing, Discomfort",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41578/potential-warts,Potential Warts?,"I hate posting such things, but going to the Doc can get expensive really fast and I need some feedback/encouragement first. I have had flat, reddish brown, occasionally rough 1/2-1 centimeter patches on the inside of my thighs for about 2 weeks now. They are flush with my skin (not raised), NOT fluid filled or bubbly, and cause me no discomfort. They peeled once, but remained. I actually tend to forget about them, but I noticed them today and got paranoid.  None of my symptoms match anything I have found about HPV/Herpes, nor any general skin conditions I've found. I feel like I don't know if I should stop worrying or shell out the bucks to see a doctor. Does this description sound familiar to anyone?  The one in the picture is not the largest one, but the easiest to photograph."
37,C0019340,herpes,"C0016382, C2364135","Flushing, Discomfort",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41578/potential-warts,Potential Warts?,"I hate posting such things, but going to the Doc can get expensive really fast and I need some feedback/encouragement first. I have had flat, reddish brown, occasionally rough 1/2-1 centimeter patches on the inside of my thighs for about 2 weeks now. They are flush with my skin (not raised), NOT fluid filled or bubbly, and cause me no discomfort. They peeled once, but remained. I actually tend to forget about them, but I noticed them today and got paranoid.  None of my symptoms match anything I have found about HPV/Herpes, nor any general skin conditions I've found. I feel like I don't know if I should stop worrying or shell out the bucks to see a doctor. Does this description sound familiar to anyone?  The one in the picture is not the largest one, but the easiest to photograph."
38,C0036916,Sexually Transmitted Diseases,C0030193,Pain,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41463/my-right-testicle-is-horizontal,My right testicle is horizontal,"I noticed that my right testicle was horizontal after masturbation about a week ago It returned to normal after a few minutes and it would only rotate after masturbation however it's now happening without masturbation, I'm not experiencing any pain however when my testicle returns to normal it seems to swell slightly; I find this odd and was wondering if I should visit the ER (It looks similar to bell clappers deformity   )"
39,C0039128,Syphilis,C0683369,Clouded consciousness,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41560/syphilis,Syphilis,"My girlfriend inform me that she had syphilis in past, was treated, but says she's a carrier. And that's was all said at that time. Ive look and read alot of materials on the topic. But dont see any info related to being a carrier. I havent had any sexual, phsyical contact, yet alone oral. I'm confused, is she holding back info, or is it a lie."
40,C0036916,Sexually Transmitted Diseases,C0392171,Influenza-like symptoms,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41727/is-there-0-transmission-rate-when-not-shedding,Is there 0% transmission rate when NOT shedding?,"Hi everybody,  So... there is something I simply haven't been able to figure out and have not had a chance to talk to a doctor.  1, If I've never had an initial outbreak (I had brief flu-like symptoms for a few days but nothing more, no lesions, certainly nothing itchy, scabby that lasted several weeks) can I pass infect others? My partner's doctor said that before an initial outbreak the virus can't be transmitted, this seems to align with anecdotes from married couples who did not infect each other after decades of sex... but would love to get specific confirmation of this.  2, I understand there is asymptomatic viral shedding - usually in the week before / after an outbreak. With viral shedding there are NO visible symptoms but the virus is shedding and so it can be transmitted just the same as when there are lesions. However... the implication from the statistics, descriptions and anecdotal evidence, is that when there is NO outbreak and NO viral shedding, then there the virus can NOT be transmitted... is that true?  The statistics say that there is a 10% transmission rate if you don't take medication and don't use condoms, simply avoid sex during an outbreak. With condoms and suppressants, it drops to 2-4%. That's very low. However, it seems to me that this is still referring to the days when a transmission is possible due to asymptomatic shedding. The implication would be that when there is no shedding, then there is also no transmission possibility.  Would love to get a firm answer on these 2 questions.  Thanks!  Felix"
42,C0036916,Sexually Transmitted Diseases,C0015230,Exanthema,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41979/probably-foydce-spots,Probably foydce spots.,"Can we have foydce spots on the inner side of the foreskin of penis.  I mean, I find few of them when I retract the foreskin. Is this normal?"
43,C0040921,Trichomonas Infections,C0231617,Catch - Finding of sensory dimension of pain,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41982/accuracy-of-naat-for-trich,Accuracy of NAAT for Trich,"Hi- I recently had a negative Trich test. My concern, is while I used first catch urine (hadn’t urinated for 2 hours prior). I nearly filled the entire cup. I recently read that could dilute the results.  The specific test I had was “This test was performed using the APTIMA® Trichomonas vaginalis assay (GEN-PROBE®).” Urine- TMA How much would this affected the sensitivity or results."
45,C4522181,Brachial Amyotrophic Diplegia,"C0518214, C0150055, C0030193, C0004604","Perceived quality of life, Chronic pain, Pain, Back Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/847/c3-c4-neck-pain-7-years,"C3/C4 neck pain, 7 years","C3-C4 disc is the worst. From there to C7 are bulging. I have not seen the radiology report, this is just me looking at the disc myself and Google. I did have my chiropractor look at it and he confirmed my thoughts. The nerve going to the right is getting cut off at the higher level. The lowers are cutting into the left. So I have pain going down both arms but more severely with my right.  I've had chronic pain with this for 7 years. Seeking multiple forms of treatment. Most recently daily ibuprofen and bi-weekly therapeutic massage and chiro adjustments have kept things manageable. However this particular ""flare up"" has been over the top enough for me to go back to pain management. My quality of life has been severely impacted. Pain mgmt ordered the MRI. So now they'll have three MRIs to compare, 7 years ago, 4 years ago and now. The radiology report always says ""mild"" and I always think if it's so mild why does is hurt so freakin bad?! My chiro thinks stepping it up a notch to an epidural steroid injection is the next step. Pain management also sees that as a good option. I've been to PT, two ortho Drs, two chiros, several massage therapists. I've tried narcotic pain meds, muscle relaxers (flexeril, skelaxin), ultram. Most recently tizanidine but I feel like I'm drunk on that so not really a reasonable option for daily use.  I see the orthopedic dr Friday and I'm hoping she can offer me a satisfactory treatment plan. I would not mind surgery if that is an option. After 7 years I'm ready for a solution. I'm 36. Been suffering since I was 29.  Does anyone else feel like no one takes their pain seriously? Am I crazy to be thinking about surgery when I haven't even tried these injections yet? So many people talk about avoiding surgery and I'm just over here like please anything to make the pain stop!"
50,C0085166,Bacterial Vaginosis,C2926602,"Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/41193/bv-and-yeast-infection,BV and Yeast Infection,"About 3 years ago I had a new sexual partner and noticed a weird discharge and irritation. I went to my Dr. and was treated for a yeast infection. After taking Diflucan I still had symptoms and called back. A different Dr. got me in that week and tested again. The lab results showed BV and Yeast. I was treated for both, and when finished with both medications I still had symptoms and my prescription was refilled. The Flagyl prescribed for the BV gave me a yeast infection and I had to take 3 Diflucan doses to get rid of everything. After the hassle of all of this I never went back to the Dr. to see if everything actually went away.  Around November this year I started noticing the same kind of discharge and was worried that the BV maybe just never went away from the 3 years prior. So, I called my OBGYN. She prescribed a total of 6 doses of Diflucan for a yeast infection that would not go away. A few weeks ago I saw a different Dr. from a different women's center. Turns out I have BV and a yeast infection. I was prescribed a cream for the yeast and Flagyl for the BV.  I am wondering how, after having 2 lab tests that checked for BV, it is showing up now? Could this have developed while being treated for the yeast infections? I also don't know why I have such a hard time getting rid of these two infections. I have had the same sexual partner for 3 years now. My last question is, should I wait to use the yeast infection cream until I have finished the Flagyl? Because I know that the Flagyl will give me a yeast infection.  I feel like my doctors get very frustrated because my issues keep coming back. I also worry that the medications didn't work every time I take them and I feel like I should be examined again, but I think that the doctors get frustrated that I keep coming back in for the same things.  Any advice would be greatly appreciated!"
